,age,gender,country,mental_health,family_history,treatment,self_employed,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,coworkers,obs_neg_response,obs_pos_response,mental_vs_physical,mental_health_interview,physical_importance,mental_importance,supervisor,neg_consequence_coworker,age_range
890,40.0,trans,United States of America,No,Yes,no,no,Not applicable to me,26-100,yes,I don't know,No,no,No,I don't know,Very easy,Yes,"Yes, I observed",No,Same level of comfort for each,No,5.0,5.0,Maybe,No,26-42
891,39.0,male,United States of America,No,No,no,no,Not applicable to me,26-100,no,I don't know,No,no,I don't know,I don't know,I don't know,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,3.0,3.0,Maybe,No,26-42
892,24.0,male,United States of America,No,Yes,no,no,Not applicable to me,26-100,yes,I don't know,No,no,No,I don't know,I don't know,Maybe,No,No,Physical health,No,0.0,2.0,Maybe,No,22-25
893,42.0,trans,United States of America,Possibly,I don't know,yes,no,Sometimes,100-500,yes,yes,Yes,no,I don't know,Yes,Somewhat difficult,Maybe,No,"Yes, I observed",Physical health,No,7.0,4.0,Maybe,Yes,26-42
894,35.0,male,United States of America,Possibly,Yes,yes,no,Never,26-100,yes,yes,No,no,No,I don't know,Difficult,Maybe,No,"Yes, I observed",Physical health,No,8.0,4.0,Maybe,No,26-42
895,34.0,male,United States of America,Yes,I don't know,yes,no,Rarely,More than 1000,yes,yes,Yes,I don't know,I don't know,Yes,Somewhat easy,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,8.0,8.0,Yes,No,26-42
896,33.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,I don't know,No,no,I don't know,I don't know,I don't know,No,No,No,Physical health,No,7.0,4.0,No,Yes,26-42
897,37.0,male,United States of America,No,No,no,no,Not applicable to me,26-100,yes,yes,Yes,no,I don't know,Yes,Somewhat easy,Maybe,No,No,Same level of comfort for each,Maybe,6.0,7.0,Yes,No,26-42
898,36.0,male,United States of America,Yes,Yes,yes,no,Sometimes,100-500,no,yes,Yes,no,No,Yes,Somewhat easy,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,5.0,5.0,Yes,Maybe,26-42
899,47.0,trans,United States of America,Possibly,I don't know,yes,no,Rarely,26-100,no,yes,No,no,No,Yes,Neither easy nor difficult,Yes,"Yes, I experienced",No,Physical health,No,6.0,5.0,Yes,No,43-100
900,42.0,male,United States of America,No,No,no,no,Not applicable to me,26-100,yes,I don't know,No,no,No,I don't know,I don't know,Maybe,No,No,Physical health,No,7.0,3.0,Maybe,Maybe,26-42
901,29.0,trans,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,I don't know,Difficult,Maybe,No,No,Physical health,No,3.0,3.0,Maybe,No,26-42
902,38.0,female,Georgia,Don't Know,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,I've always been self-employed,I've always been self-employed,Physical health,No,7.0,5.0,Yes,No,26-42
903,30.0,male,Turkey,No,I don't know,no,no,Sometimes,6-25,yes,no,No,no,No,No,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,Maybe,2.0,2.0,Maybe,No,26-42
904,30.0,trans,United States of America,Yes,Yes,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,7.0,5.0,Yes,Yes,26-42
905,36.0,male,Poland,Possibly,Yes,no,no,Often,6-25,yes,no,No,no,No,I don't know,I don't know,Maybe,"Yes, I experienced",Maybe/Not sure,Physical health,Maybe,6.0,4.0,No,Maybe,26-42
906,24.0,female,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,no,yes,Yes,yes,Yes,Yes,Very easy,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,8.0,8.0,Yes,No,22-25
907,41.0,male,United States of America,Possibly,Yes,no,no,Not applicable to me,More than 1000,no,yes,Yes,yes,Yes,Yes,I don't know,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,9.0,7.0,No,No,26-42
908,48.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,yes,Yes,I don't know,Somewhat easy,Maybe,"Yes, I observed","Yes, I experienced",Physical health,No,7.0,8.0,Yes,No,43-100
909,31.0,male,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,no,yes,Yes,yes,Yes,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I observed",Physical health,Maybe,8.0,6.0,Maybe,Maybe,26-42
910,65.0,male,Canada,Possibly,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,Yes,I don't know,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,6.0,7.0,No,Yes,43-100
911,34.0,trans,United States of America,Possibly,I don't know,yes,no,Not applicable to me,More than 1000,no,no,No,no,I don't know,I don't know,Difficult,No,No,No,Physical health,No,3.0,0.0,No,No,26-42
912,55.0,female,United States of America,No,I don't know,no,no,Not applicable to me,100-500,yes,I don't know,No,I don't know,I don't know,I don't know,Difficult,Maybe,No,No,Same level of comfort for each,No,5.0,3.0,Yes,No,43-100
913,33.0,female,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced",Maybe/Not sure,Physical health,No,7.0,5.0,Yes,Yes,26-42
914,41.0,female,United States of America,Yes,No,yes,no,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat difficult,No,Maybe/Not sure,"Yes, I observed",Physical health,No,1.0,1.0,No,No,26-42
915,24.0,female,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,no,yes,No,no,I don't know,I don't know,Neither easy nor difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,4.0,No,No,22-25
916,27.0,female,United States of America,Possibly,Yes,no,no,Not applicable to me,100-500,no,no,No,no,I don't know,I don't know,Difficult,Maybe,No,Maybe/Not sure,Physical health,No,2.0,2.0,No,No,26-42
917,30.0,male,Canada,Don't Know,No,no,no,Not applicable to me,26-100,yes,yes,Yes,yes,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe/Not sure,Physical health,Maybe,5.0,5.0,Maybe,No,26-42
918,37.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,yes,Yes,Yes,Very easy,Yes,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,Yes,8.0,7.0,Yes,No,26-42
919,61.0,male,United States of America,Yes,No,yes,no,Rarely,6-25,yes,no,No,no,No,I don't know,Difficult,No,Maybe/Not sure,No,Physical health,No,5.0,3.0,No,Maybe,43-100
920,45.0,male,Netherlands,Don't Know,Yes,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,Maybe/Not sure,Physical health,Maybe,7.0,5.0,Yes,No,43-100
921,29.0,male,United States of America,Yes,Yes,yes,no,Often,More than 1000,yes,I don't know,No,no,I don't know,I don't know,I don't know,No,"Yes, I experienced",No,Physical health,No,8.0,3.0,No,No,26-42
922,41.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,I don't know,No,I don't know,I don't know,Yes,"Yes, I experienced",Maybe/Not sure,Same level of comfort for each,Maybe,7.0,6.0,Maybe,No,26-42
923,39.0,male,Spain,No,No,no,no,Rarely,26-100,yes,no,No,no,No,I don't know,I don't know,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,2.0,No,Maybe,26-42
924,30.0,male,United States of America,Yes,Yes,yes,no,Often,500-1000,no,I don't know,No,no,No,Yes,Somewhat difficult,No,"Yes, I observed",Maybe/Not sure,Physical health,No,10.0,3.0,Maybe,Yes,26-42
925,46.0,male,Italy,No,Yes,no,no,Not applicable to me,More than 1000,no,I don't know,No,no,I don't know,I don't know,Difficult,No,No,Maybe/Not sure,Physical health,No,2.0,1.0,No,No,43-100
926,42.0,male,Spain,Don't Know,Yes,no,no,Not applicable to me,6-25,yes,I don't know,No,no,No,I don't know,Somewhat easy,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,8.0,8.0,No,No,26-42
927,29.0,female,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,"Yes, I observed",Physical health,No,8.0,7.0,Yes,Maybe,26-42
928,34.0,female,Australia,Yes,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,yes,Yes,No,Very easy,Yes,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,No,7.0,6.0,Maybe,Maybe,26-42
929,52.0,male,United States of America,Yes,I don't know,yes,yes,Often,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,No,7.0,5.0,Yes,Yes,43-100
930,36.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,100-500,yes,yes,Yes,yes,Yes,Yes,I don't know,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,7.0,Maybe,No,26-42
931,34.0,male,United Kingdom,No,No,no,no,Not applicable to me,26-100,yes,I don't know,No,no,No,I don't know,Very easy,Maybe,No,No,Same level of comfort for each,Maybe,4.0,4.0,Maybe,No,26-42
932,50.0,male,Austria,No,I don't know,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,I've always been self-employed,I've always been self-employed,Physical health,Maybe,7.0,5.0,Yes,No,43-100
933,51.0,male,United States of America,Yes,Yes,yes,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,No,7.0,5.0,Yes,Yes,43-100
934,35.0,male,United States of America,Possibly,No,yes,no,Not applicable to me,26-100,yes,yes,Yes,no,I don't know,Yes,Neither easy nor difficult,No,No,"Yes, I observed",Same level of comfort for each,Maybe,6.0,7.0,Yes,No,26-42
935,34.0,male,United States of America,Yes,Yes,yes,no,Often,100-500,yes,I don't know,Yes,no,No,No,Difficult,Maybe,"Yes, I observed",No,Physical health,No,5.0,0.0,No,Maybe,26-42
936,24.0,trans,United States of America,Yes,Yes,yes,no,Sometimes,26-100,yes,yes,Yes,yes,No,I don't know,Somewhat easy,Yes,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,Maybe,10.0,8.0,Maybe,No,22-25
937,37.0,male,United States of America,No,No,no,no,Not applicable to me,26-100,yes,yes,Yes,yes,Yes,Yes,Somewhat difficult,Maybe,No,No,Physical health,No,0.0,2.0,Maybe,No,26-42
938,24.0,female,United States of America,Yes,Yes,yes,no,Sometimes,26-100,no,no,No,no,No,I don't know,Difficult,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,Maybe,9.0,0.0,Yes,Yes,22-25
939,46.0,male,United States of America,Possibly,I don't know,yes,no,Never,1-5,yes,no,No,no,No,I don't know,Somewhat easy,No,No,No,Same level of comfort for each,No,0.0,0.0,No,No,43-100
940,31.0,male,United States of America,Possibly,I don't know,yes,no,Sometimes,More than 1000,yes,I don't know,No,no,I don't know,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,3.0,2.0,Yes,No,26-42
941,35.0,male,United States of America,Yes,I don't know,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,Yes,26-42
942,40.0,male,United States of America,No,Yes,no,no,Not applicable to me,100-500,yes,yes,Yes,yes,Yes,Yes,Very easy,Yes,No,"Yes, I observed",Same level of comfort for each,No,5.0,5.0,Yes,No,26-42
943,28.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,6-25,yes,yes,No,no,No,Yes,Somewhat easy,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,Maybe,6.0,5.0,Yes,No,26-42
944,28.0,male,United States of America,No,Yes,yes,no,Not applicable to me,6-25,yes,I don't know,No,no,No,I don't know,Very easy,Maybe,No,No,Physical health,No,2.0,2.0,Maybe,No,26-42
945,39.0,male,Finland,Yes,Yes,yes,no,Sometimes,100-500,no,yes,Yes,no,Yes,Yes,Difficult,No,"Yes, I experienced",No,Physical health,No,6.0,5.0,No,No,26-42
946,31.0,male,United States of America,Yes,I don't know,yes,no,Not applicable to me,100-500,no,yes,Yes,I don't know,I don't know,I don't know,I don't know,Maybe,No,No,Physical health,No,8.0,5.0,Maybe,No,26-42
947,27.0,male,United States of America,Possibly,I don't know,no,no,Sometimes,6-25,yes,yes,Yes,I don't know,Yes,I don't know,Somewhat easy,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,Yes,0.0,0.0,Yes,No,26-42
948,35.0,male,United States of America,Yes,I don't know,yes,no,Rarely,More than 1000,no,yes,Yes,no,No,Yes,I don't know,Yes,"Yes, I observed",Maybe/Not sure,Same level of comfort for each,No,10.0,5.0,No,No,26-42
949,27.0,female,United Kingdom,Possibly,No,yes,no,Sometimes,100-500,yes,no,Yes,no,I don't know,I don't know,I don't know,Yes,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,No,6.0,0.0,Yes,No,26-42
950,31.0,male,United Kingdom,Possibly,No,no,no,Not applicable to me,100-500,yes,yes,Yes,no,No,I don't know,I don't know,Yes,"Yes, I observed",Maybe/Not sure,Same level of comfort for each,No,7.0,2.0,Maybe,No,26-42
951,36.0,male,United States of America,Yes,Yes,yes,no,Sometimes,6-25,yes,I don't know,No,I don't know,No,Yes,Difficult,Maybe,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,No,0.0,1.0,Yes,Yes,26-42
952,22.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,yes,yes,Yes,I don't know,I don't know,Yes,Difficult,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,7.0,5.0,Yes,No,22-25
953,52.0,female,United States of America,No,Yes,yes,yes,Often,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I observed",Physical health,No,7.0,5.0,Yes,No,43-100
954,30.0,male,United States of America,No,Yes,no,no,Rarely,100-500,yes,yes,No,no,I don't know,Yes,Somewhat easy,Maybe,"Yes, I observed","Yes, I observed",Physical health,No,9.0,5.0,Maybe,Maybe,26-42
955,36.0,female,United States of America,Yes,Yes,yes,no,Rarely,6-25,yes,yes,Yes,no,No,Yes,Very easy,No,No,"Yes, I observed",Same level of comfort for each,No,10.0,10.0,Yes,No,26-42
956,38.0,female,United States of America,No,Yes,yes,no,Not applicable to me,26-100,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I observed",Physical health,No,10.0,8.0,Yes,No,26-42
957,35.0,male,Switzerland,Don't Know,I don't know,no,no,Not applicable to me,100-500,no,I don't know,No,no,No,Yes,Very easy,Maybe,No,"Yes, I experienced",Same level of comfort for each,No,9.0,7.0,Maybe,Maybe,26-42
958,36.0,male,India,Possibly,No,yes,yes,Often,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,7.0,5.0,Yes,No,26-42
959,40.0,male,United States of America,Yes,Yes,yes,no,Often,100-500,no,yes,Yes,no,No,I don't know,I don't know,No,"Yes, I experienced",No,Physical health,No,1.0,0.0,No,No,26-42
960,35.0,male,United States of America,Yes,Yes,no,no,Sometimes,100-500,yes,I don't know,No,no,I don't know,I don't know,Difficult,No,"Yes, I experienced",No,Physical health,No,5.0,3.0,Maybe,Yes,26-42
961,23.0,male,Russia,No,No,no,no,Sometimes,More than 1000,yes,no,No,no,No,I don't know,Neither easy nor difficult,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,7.0,7.0,Maybe,No,22-25
962,22.0,female,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,yes,I don't know,No,no,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,3.0,2.0,Maybe,Maybe,22-25
963,34.0,female,United States of America,Yes,Yes,yes,no,Sometimes,26-100,yes,I don't know,No,I don't know,I don't know,Yes,Very easy,Yes,No,No,Same level of comfort for each,No,5.0,5.0,Maybe,Maybe,26-42
964,28.0,male,United States of America,Yes,No,yes,no,Rarely,100-500,no,yes,No,no,I don't know,I don't know,Somewhat easy,Maybe,"Yes, I experienced",Maybe/Not sure,Physical health,No,8.0,3.0,Yes,Yes,26-42
965,38.0,male,Bangladesh,Possibly,No,no,no,Never,26-100,no,no,No,no,No,Yes,Neither easy nor difficult,Yes,"Yes, I experienced",Maybe/Not sure,Same level of comfort for each,Yes,9.0,9.0,Yes,Yes,26-42
966,53.0,male,United States of America,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,No,43-100
967,21.0,male,Germany,Possibly,No,no,no,Rarely,6-25,yes,I don't know,No,no,No,I don't know,Somewhat easy,Maybe,No,Maybe/Not sure,Physical health,Maybe,4.0,3.0,Maybe,No,18-21
968,35.0,female,United Kingdom,Don't Know,Yes,no,no,Not applicable to me,More than 1000,no,I don't know,No,no,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,Maybe,4.0,3.0,Maybe,No,26-42
969,22.0,male,United Kingdom,Possibly,Yes,no,no,Sometimes,6-25,yes,no,No,no,No,I don't know,Neither easy nor difficult,No,No,No,Physical health,No,2.0,2.0,No,No,22-25
970,18.0,male,United Kingdom,Possibly,Yes,yes,no,Never,100-500,no,no,No,yes,Yes,Yes,Somewhat difficult,Yes,No,"Yes, I observed",Physical health,No,7.0,7.0,Yes,No,18-21
971,37.0,female,United States of America,Yes,Yes,yes,no,Sometimes,26-100,no,I don't know,No,no,No,I don't know,Difficult,Yes,"Yes, I observed","Yes, I experienced",Physical health,No,8.0,2.0,Yes,No,26-42
972,25.0,male,United Kingdom,Yes,I don't know,yes,no,Sometimes,1-5,yes,no,No,no,No,I don't know,Difficult,Maybe,No,"Yes, I experienced",Mental health,Maybe,6.0,7.0,Maybe,Maybe,22-25
973,40.0,male,Canada,Don't Know,I don't know,yes,no,Not applicable to me,100-500,yes,no,No,yes,No,I don't know,I don't know,Maybe,No,No,Physical health,Yes,10.0,5.0,No,Yes,26-42
974,33.0,male,Israel,Don't Know,Yes,no,no,Not applicable to me,6-25,yes,no,No,no,No,Yes,Very easy,Maybe,No,"Yes, I observed",Same level of comfort for each,Yes,7.0,0.0,Yes,No,26-42
975,66.0,female,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,No,no,I don't know,I don't know,Somewhat difficult,No,"Yes, I experienced",No,Physical health,No,5.0,5.0,No,No,43-100
976,31.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,no,yes,Yes,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed","Yes, I experienced",Physical health,No,5.0,2.0,Maybe,Yes,26-42
977,32.0,male,Canada,Yes,Yes,yes,no,Rarely,100-500,no,yes,Yes,yes,Yes,Yes,Neither easy nor difficult,Yes,"Yes, I observed",No,Physical health,Maybe,7.0,6.0,Maybe,Yes,26-42
978,46.0,male,United States of America,Yes,I don't know,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I experienced",Physical health,No,7.0,5.0,Yes,Maybe,43-100
979,30.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,I don't know,No,I don't know,Somewhat difficult,No,No,No,Physical health,No,5.0,5.0,No,No,26-42
980,31.0,male,United States of America,Yes,I don't know,yes,no,Rarely,100-500,yes,yes,Yes,no,No,Yes,Very easy,Maybe,"Yes, I observed","Yes, I observed",Physical health,No,5.0,5.0,Maybe,No,26-42
981,46.0,male,Iceland,Yes,Yes,yes,no,Sometimes,100-500,yes,no,No,no,No,I don't know,Somewhat easy,Yes,No,"Yes, I experienced",Physical health,No,5.0,2.0,Maybe,No,43-100
982,29.0,male,Canada,Yes,I don't know,yes,yes,Often,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,No,7.0,5.0,Yes,No,26-42
983,28.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,no,No,no,I don't know,I don't know,I don't know,Maybe,No,Maybe/Not sure,Same level of comfort for each,No,2.0,2.0,Maybe,Maybe,26-42
984,34.0,female,Japan,Yes,I don't know,yes,no,Rarely,6-25,no,no,No,no,No,I don't know,Difficult,No,Maybe/Not sure,No,Physical health,Maybe,5.0,3.0,No,Yes,26-42
985,25.0,male,United States of America,Yes,I don't know,yes,no,Rarely,26-100,yes,yes,Yes,no,No,No,Difficult,Yes,No,"Yes, I experienced",Physical health,Maybe,10.0,0.0,Yes,Maybe,22-25
986,35.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,100-500,no,yes,Yes,yes,Yes,Yes,Somewhat easy,No,No,Maybe/Not sure,Physical health,No,7.0,5.0,Maybe,Maybe,26-42
987,25.0,male,Indonesia,No,Yes,no,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,7.0,5.0,Yes,Maybe,22-25
988,40.0,male,United States of America,Possibly,No,no,no,Rarely,100-500,yes,yes,Yes,no,I don't know,I don't know,Somewhat easy,Yes,No,No,Physical health,No,7.0,5.0,Yes,No,26-42
989,32.0,male,United States of America,Yes,I don't know,no,no,Not applicable to me,100-500,no,I don't know,No,no,I don't know,I don't know,Very easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,Maybe,5.0,5.0,Yes,No,26-42
990,39.0,male,United States of America,No,Yes,yes,no,Rarely,100-500,no,I don't know,No,no,I don't know,I don't know,Neither easy nor difficult,No,No,No,Physical health,No,4.0,2.0,No,No,26-42
991,33.0,male,United States of America,Yes,Yes,yes,no,Never,500-1000,yes,yes,Yes,I don't know,I don't know,I don't know,I don't know,Maybe,No,Maybe/Not sure,Physical health,No,9.0,9.0,Maybe,Maybe,26-42
992,40.0,male,United States of America,Possibly,I don't know,yes,no,Often,100-500,yes,yes,Yes,yes,Yes,Yes,Very easy,No,No,No,Physical health,No,8.0,8.0,No,No,26-42
993,42.0,male,United States of America,Yes,I don't know,yes,no,Rarely,500-1000,yes,yes,No,no,I don't know,Yes,Very easy,Maybe,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,Maybe,5.0,4.0,Yes,No,26-42
994,32.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,I don't know,No,I don't know,I don't know,I don't know,Difficult,No,"Yes, I observed",Maybe/Not sure,Physical health,Maybe,5.0,5.0,No,No,26-42
995,27.0,female,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,no,yes,Yes,no,Yes,No,Somewhat difficult,Maybe,"Yes, I experienced","Yes, I observed",Physical health,No,8.0,0.0,No,Yes,26-42
996,43.0,female,United Kingdom,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced",No,Physical health,No,7.0,5.0,Yes,Yes,43-100
997,30.0,female,Indonesia,Possibly,I don't know,yes,no,Often,6-25,no,no,No,no,No,No,Difficult,Maybe,Maybe/Not sure,No,Mental health,No,4.0,3.0,No,No,26-42
998,39.0,male,United States of America,Yes,Yes,yes,no,Sometimes,26-100,no,I don't know,No,no,No,I don't know,Difficult,Maybe,No,Maybe/Not sure,Physical health,Maybe,0.0,0.0,Maybe,Maybe,26-42
999,42.0,female,United States of America,Yes,Yes,yes,no,Sometimes,6-25,yes,yes,No,no,I don't know,I don't know,I don't know,Yes,No,"Yes, I experienced",Same level of comfort for each,No,6.0,7.0,No,No,26-42
1000,37.0,trans,Canada,Yes,Yes,yes,no,Often,6-25,yes,yes,Yes,yes,No,Yes,Somewhat easy,Maybe,"Yes, I observed","Yes, I experienced",Physical health,Maybe,10.0,8.0,Yes,No,26-42
1001,38.0,female,United States of America,Yes,Yes,yes,no,Sometimes,500-1000,no,I don't know,Yes,no,I don't know,I don't know,Difficult,No,"Yes, I experienced",No,Physical health,No,6.0,2.0,No,Maybe,26-42
1002,47.0,male,United Kingdom,Don't Know,No,no,no,Not applicable to me,More than 1000,yes,I don't know,No,I don't know,I don't know,I don't know,Very easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,8.0,7.0,Maybe,No,43-100
1003,64.0,male,United Kingdom,Yes,No,yes,no,Rarely,500-1000,yes,I don't know,No,yes,Yes,I don't know,Somewhat difficult,No,"Yes, I observed","Yes, I observed",Physical health,Maybe,5.0,2.0,No,Maybe,43-100
1004,28.0,male,Canada,Yes,Yes,yes,no,Sometimes,100-500,no,no,Yes,no,No,I don't know,Somewhat difficult,No,"Yes, I experienced",No,Physical health,No,8.0,3.0,No,Yes,26-42
1005,45.0,male,United States of America,Possibly,I don't know,yes,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,No,7.0,5.0,Yes,Maybe,43-100
1006,37.0,male,United Kingdom,No,No,no,no,Not applicable to me,100-500,yes,yes,Yes,yes,I don't know,Yes,Very easy,Yes,No,"Yes, I observed",Physical health,Maybe,7.0,7.0,Maybe,No,26-42
1007,30.0,female,United Kingdom,Yes,Yes,yes,no,Sometimes,26-100,yes,yes,Yes,yes,Yes,I don't know,Very easy,Yes,No,"Yes, I experienced",Mental health,No,9.0,9.0,Yes,No,26-42
1008,25.0,male,United Kingdom,No,No,no,no,Not applicable to me,100-500,no,I don't know,No,no,No,I don't know,Somewhat easy,Yes,No,Maybe/Not sure,Physical health,Maybe,5.0,5.0,Yes,No,22-25
1009,25.0,female,United Kingdom,Yes,Yes,no,no,Often,26-100,yes,no,No,no,Yes,Yes,Very easy,No,"Yes, I observed","Yes, I observed",Physical health,No,10.0,10.0,Maybe,No,22-25
1010,54.0,female,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,7.0,5.0,Yes,Yes,43-100
1011,61.0,male,United Kingdom,Yes,I don't know,yes,no,Rarely,500-1000,yes,yes,Yes,yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,No,Same level of comfort for each,Yes,5.0,6.0,Yes,No,43-100
1012,26.0,male,India,No,No,no,no,Not applicable to me,More than 1000,yes,no,No,no,No,I don't know,I don't know,No,No,No,Mental health,No,8.0,4.0,Maybe,Yes,26-42
1013,44.0,female,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,Yes,yes,Yes,I don't know,Neither easy nor difficult,Yes,"Yes, I experienced","Yes, I experienced",Physical health,No,2.0,2.0,No,No,43-100
1014,26.0,male,Portugal,Yes,I don't know,yes,no,Sometimes,6-25,yes,no,No,no,No,I don't know,I don't know,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,0.0,0.0,Yes,Yes,26-42
1015,26.0,female,Portugal,Yes,Yes,yes,no,Often,26-100,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I observed",Same level of comfort for each,Maybe,9.0,7.0,Yes,Yes,26-42
1016,35.0,female,United States of America,No,I don't know,yes,no,Sometimes,6-25,yes,I don't know,No,no,I don't know,Yes,Neither easy nor difficult,Maybe,No,Maybe/Not sure,Same level of comfort for each,No,7.0,5.0,Yes,No,26-42
1017,45.0,male,United States of America,No,No,no,no,Not applicable to me,26-100,yes,yes,Yes,no,No,I don't know,Very easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,5.0,2.0,Maybe,No,43-100
